train,11407_right.jpeg,2336,3504
train,10737_left.jpeg,3168,4752
train,172_right.jpeg,3168,4752
train,17481_left.jpeg,2592,3888
train,27804_left.jpeg,2592,3888
train,39426_left.jpeg,3168,4752
train,2862_left.jpeg,3264,4928
train,27804_right.jpeg,2592,3888
train,20060_right.jpeg,3168,4752
train,18722_left.jpeg,2592,3888
train,19448_left.jpeg,2592,3888
train,1544_left.jpeg,2304,3456
train,7205_right.jpeg,2592,3888
train,23459_right.jpeg,2336,3504
train,22004_right.jpeg,3168,4752
train,190_left.jpeg,3168,4752
train,2728_right.jpeg,3456,5184
train,6493_right.jpeg,2592,3888
train,29577_right.jpeg,2336,3504
train,43770_right.jpeg,1920,2560
train,16536_left.jpeg,3168,4752
train,38595_left.jpeg,1944,2592
train,10672_left.jpeg,3168,4752
train,31968_right.jpeg,3264,4928
train,20983_left.jpeg,3168,4752
train,9253_left.jpeg,3168,4752
train,40548_left.jpeg,2592,3888
train,7190_right.jpeg,2592,3888
train,34518_right.jpeg,2336,3504
train,13310_left.jpeg,3168,4752
train,12170_left.jpeg,3168,4752
train,39291_right.jpeg,1944,2592
train,36184_left.jpeg,2336,3504
train,28113_left.jpeg,1944,2592
train,28713_left.jpeg,1920,2560
train,24739_right.jpeg,3168,4752
train,41105_left.jpeg,2336,3504
train,27304_right.jpeg,3168,4752
train,22652_right.jpeg,2592,3888
train,9368_left.jpeg,2848,4288
train,28010_right.jpeg,2592,3888
train,31343_left.jpeg,2592,3888
train,12920_right.jpeg,3264,4928
train,3334_right.jpeg,1944,2592
train,28338_right.jpeg,3168,4752
train,33689_right.jpeg,2336,3504
train,37244_left.jpeg,1880,2816
train,20975_left.jpeg,3168,4752
train,32903_left.jpeg,2304,3456
train,42957_left.jpeg,2304,3456
train,16031_right.jpeg,1944,2592
train,43171_right.jpeg,2336,3504
train,42010_left.jpeg,1920,2560
train,22026_left.jpeg,2848,4272
train,41915_right.jpeg,1944,2592
train,33581_right.jpeg,3168,4752
train,17511_left.jpeg,2336,3504
train,23064_right.jpeg,2304,3456
train,21445_left.jpeg,2336,3504
train,34032_left.jpeg,2304,3456
train,40749_right.jpeg,1920,2560
train,13116_left.jpeg,2592,3888
train,31987_left.jpeg,2592,3888
train,13572_left.jpeg,1944,2592
train,27376_right.jpeg,2592,3888
train,27689_left.jpeg,1920,2560
train,668_right.jpeg,2592,3888
train,35082_right.jpeg,3264,4928
train,37008_right.jpeg,1880,2816
train,6473_left.jpeg,2592,3888
train,27266_right.jpeg,2336,3504
train,20863_right.jpeg,2336,3504
train,27015_right.jpeg,1944,2592
train,19076_right.jpeg,2592,3888
train,8878_left.jpeg,2592,3888
train,41113_right.jpeg,1944,2592
train,44325_right.jpeg,2848,4272
train,30586_right.jpeg,2592,3888
train,43729_right.jpeg,3264,4928
train,1803_right.jpeg,3168,4752
train,13169_right.jpeg,2592,3888
train,34599_left.jpeg,2000,3008
train,39854_right.jpeg,1944,2592
train,8425_left.jpeg,2336,3504
train,19821_left.jpeg,2336,3504
train,43700_left.jpeg,2304,3456
train,11802_right.jpeg,1944,2592
train,2848_left.jpeg,2592,3888
train,8556_right.jpeg,2592,3888
train,25203_right.jpeg,1920,2560
train,27219_right.jpeg,1944,2592
train,17757_left.jpeg,1920,2560
train,596_left.jpeg,2592,3888
train,12907_left.jpeg,2592,3888
